Distance_(pixels),Gray_Value,Gray_Value_std,n_mesures_point
-19,4.0833,0,1
-18,3.8333,0,1
-17,3.8611,0,1
-16,4.6389,0,1
-15,5.7778,0,1
-14,5.8333,0,1
-13,6.9722,0,1
-12,8.2778,0,1
-11,8.9167,0,1
-10,9.8889,0,1
-9,11.4722,0,1
-8,13.6389,0,1
-7,16.3889,0,1
-6,20.5833,0,1
-5,25.3889,0,1
-4,31.5278,0,1
-3,39.2222,0,1
-2,43.8889,0,1
-1,46.8056,0,1
0,51.5278,0,1
1,50.5,0,1
2,49.2222,0,1
3,43.6389,0,1
4,37.6667,0,1
5,29.2778,0,1
6,23.4444,0,1
7,18.9167,0,1
8,15.4444,0,1
9,13.4722,0,1
10,11.5,0,1
11,9.7222,0,1
12,9.0278,0,1
13,8.0833,0,1
14,7.9167,0,1
15,7.8333,0,1
16,7.0278,0,1
17,6.2222,0,1
18,5.2778,0,1
19,4.5556,0,1
20,4.6389,0,1
21,4.0833,0,1
22,3.5,0,1
23,3.3056,0,1
